,logId,just_date,Id,time
51,11129141905,2016-03-14,8378563200,0 days 06:37:00
52,11129367171,2016-03-14,2347167796,0 days 07:56:00
53,11131504825,2016-03-14,7086361926,0 days 07:13:00
54,11131787522,2016-03-15,4020332650,0 days 05:40:00
55,11132447209,2016-03-15,4445114986,0 days 07:49:00
56,11132741332,2016-03-12,6117666160,0 days 04:30:00
57,11132741333,2016-03-12,6117666160,0 days 01:56:00
58,11132741334,2016-03-13,6117666160,0 days 11:22:00
59,11132741335,2016-03-14,6117666160,0 days 09:15:00
60,11133067677,2016-03-12,5577150313,0 days 01:57:00
61,11133067679,2016-03-12,5577150313,0 days 05:59:00
62,11133067680,2016-03-13,5577150313,0 days 06:19:00
63,11133067681,2016-03-14,5577150313,0 days 07:36:00
64,11133345748,2016-03-15,5577150313,0 days 01:10:00
65,11133572843,2016-03-14,4702921684,0 days 07:19:00
66,11133628763,2016-03-12,4319703577,0 days 06:29:00
67,11133628764,2016-03-14,4319703577,0 days 08:34:00
68,11134971215,2016-03-15,1503960366,0 days 05:34:00
69,11135190736,2016-03-15,2347167796,0 days 02:38:00
70,11136302344,2016-03-16,4445114986,0 days 01:29:00
71,11136373061,2016-03-15,6962181067,0 days 06:52:00
72,11136618383,2016-03-15,2026352035,0 days 01:50:00
73,11136931751,2016-03-16,2347167796,0 days 06:42:00
74,11137138659,2016-03-16,1927972279,0 days 06:19:00
75,11137168078,2016-03-15,5553957443,0 days 07:04:00
76,11137573609,2016-03-15,8378563200,0 days 08:40:00
77,11138511255,2016-03-16,4445114986,0 days 02:35:00
78,11138546268,2016-03-16,7086361926,0 days 06:10:00
79,11139736816,2016-03-15,5577150313,0 days 07:40:00
80,11139857046,2016-03-16,1927972279,0 days 03:18:00
81,11140107805,2016-03-16,4445114986,0 days 02:51:00
82,11140227362,2016-03-16,4020332650,0 days 08:12:00
83,11140347492,2016-03-15,4319703577,0 days 09:00:00
84,11140793347,2016-03-11,6775888955,0 days 08:32:00
85,11140793348,2016-03-13,6775888955,0 days 11:21:00
86,11140793349,2016-03-15,6775888955,0 days 02:01:00
87,11142197163,2016-03-16,1503960366,0 days 05:02:00
88,11142197164,2016-03-16,1503960366,0 days 01:02:00
89,11142688393,2016-03-16,1927972279,0 days 01:05:00
90,11144295165,2016-03-16,2026352035,0 days 08:27:00
91,11144553496,2016-03-17,6962181067,0 days 06:20:00
92,11144621247,2016-03-16,2347167796,0 days 08:02:00
93,11147516179,2016-03-17,4445114986,0 days 03:50:00
94,11147575488,2016-03-15,6117666160,0 days 04:31:00
95,11147575489,2016-03-16,6117666160,0 days 01:16:00
96,11147575490,2016-03-16,6117666160,0 days 02:17:00
97,11147575491,2016-03-16,6117666160,0 days 01:31:00
98,11147575492,2016-03-16,6117666160,0 days 01:09:00
99,11147575494,2016-03-16,6117666160,0 days 10:44:00
100,11148095434,2016-03-17,8378563200,0 days 06:47:00
101,11148301893,2016-03-17,4020332650,0 days 06:46:00
102,11150878510,2016-03-16,4319703577,0 days 08:41:00
103,11150938241,2016-03-17,1503960366,0 days 07:16:00
104,11151084587,2016-03-15,4702921684,0 days 08:06:00
105,11151084588,2016-03-16,4702921684,0 days 08:09:00
106,11151091572,2016-03-16,7086361926,0 days 07:35:00
107,11151587517,2016-03-17,1927972279,0 days 02:39:00
108,11153120231,2016-03-17,2026352035,0 days 09:47:00
109,11153299663,2016-03-17,6962181067,0 days 07:47:00
110,11153707727,2016-03-18,2347167796,0 days 06:49:00
111,11155342998,2016-03-18,1927972279,0 days 06:09:00
112,11156087657,2016-03-17,8378563200,0 days 07:58:00
113,11156228927,2016-03-16,5577150313,0 days 01:44:00
114,11156228928,2016-03-16,5577150313,0 days 06:21:00
115,11156228929,2016-03-17,5577150313,0 days 07:17:00
116,11156470369,2016-03-17,5553957443,0 days 04:34:00
117,11156470370,2016-03-17,5553957443,0 days 01:00:00
118,11156470371,2016-03-18,5553957443,0 days 01:54:00
119,11158023099,2016-03-18,6775888955,0 days 04:59:00
120,11158033667,2016-03-13,3977333714,0 days 07:54:00
121,11158033668,2016-03-14,3977333714,0 days 06:27:00
122,11158033669,2016-03-14,3977333714,0 days 06:50:00
123,11158033670,2016-03-15,3977333714,0 days 05:14:00
124,11158033671,2016-03-16,3977333714,0 days 08:15:00
125,11158035737,2016-03-18,1503960366,0 days 06:50:00
126,11158211978,2016-03-17,4702921684,0 days 07:33:00
127,11158362804,2016-03-18,8378563200,0 days 01:25:00
128,11158467692,2016-03-17,4319703577,0 days 09:01:00
129,11159316612,2016-03-18,2347167796,0 days 05:16:00
130,11160088163,2016-03-18,1927972279,0 days 07:04:00
131,11160558620,2016-03-19,6962181067,0 days 07:30:00
132,11160874699,2016-03-18,2026352035,0 days 09:48:00
133,11161423175,2016-03-18,8378563200,0 days 08:51:00
134,11162426404,2016-03-19,1503960366,0 days 07:47:00
135,11162506705,2016-03-17,6117666160,0 days 10:12:00
136,11162506707,2016-03-18,6117666160,0 days 01:14:00
137,11162506709,2016-03-18,6117666160,0 days 02:51:00
138,11162506710,2016-03-19,6117666160,0 days 02:11:00
139,11162506711,2016-03-19,6117666160,0 days 04:38:00
140,11163052450,2016-03-19,1927972279,0 days 03:02:00
141,11164720152,2016-03-19,4445114986,0 days 02:35:00
142,11165512026,2016-03-19,6775888955,0 days 06:42:00
143,11166006473,2016-03-18,4319703577,0 days 07:26:00
144,11167173782,2016-03-19,1927972279,0 days 04:41:00
145,11168002960,2016-03-20,4445114986,0 days 03:29:00
146,11168106830,2016-03-19,6962181067,0 days 08:21:00
147,11168273187,2016-03-19,2347167796,0 days 08:55:00
148,11168317661,2016-03-19,2026352035,0 days 09:34:00
149,11169252720,2016-03-19,8378563200,0 days 08:24:00
150,11170033378,2016-03-20,1927972279,0 days 04:14:00
151,11171376618,2016-03-20,4445114986,0 days 05:41:00
152,11171977262,2016-03-20,1503960366,0 days 07:55:00
153,11174525244,2016-03-19,6117666160,0 days 01:32:00
154,11174525245,2016-03-20,6117666160,0 days 08:12:00
155,11176780954,2016-03-20,2347167796,0 days 08:27:00
156,11177038127,2016-03-20,1927972279,0 days 07:02:00
157,11177317677,2016-03-20,2026352035,0 days 09:36:00
158,11177339605,2016-03-20,6962181067,0 days 07:26:00
159,11178982822,2016-03-21,8378563200,0 days 05:23:00
160,11180526300,2016-03-21,4445114986,0 days 03:28:00
161,11180626808,2016-03-21,6775888955,0 days 06:44:00
162,11181692495,2016-03-20,6117666160,0 days 09:01:00
163,11183536407,2016-03-21,1503960366,0 days 07:06:00
164,11185231464,2016-03-21,2026352035,0 days 09:08:00
165,11185540404,2016-03-21,2347167796,0 days 08:23:00
166,11185981580,2016-03-21,8378563200,0 days 06:13:00
167,11186421316,2016-03-22,6962181067,0 days 06:37:00
168,11186499794,2016-03-22,4445114986,0 days 04:33:00
169,11187205717,2016-03-22,6962181067,0 days 01:07:00
170,11187375410,2016-03-22,1927972279,0 days 06:33:00
171,11187639868,2016-03-21,6117666160,0 days 07:08:00
172,11189693975,2016-03-18,5577150313,0 days 02:10:00
173,11189693976,2016-03-19,5577150313,0 days 04:58:00
174,11189693977,2016-03-19,5577150313,0 days 08:24:00
175,11189693978,2016-03-20,5577150313,0 days 02:12:00
176,11189693979,2016-03-20,5577150313,0 days 08:22:00
177,11192720520,2016-03-21,4702921684,0 days 07:44:00
178,11192993513,2016-03-22,8378563200,0 days 01:23:00
179,11194933002,2016-03-22,2347167796,0 days 08:23:00
180,11195595452,2016-03-22,8378563200,0 days 06:36:00
181,11195753009,2016-03-22,2026352035,0 days 09:59:00
182,11196263954,2016-03-23,1927972279,0 days 06:26:00
183,11196437097,2016-03-22,6962181067,0 days 10:05:00
184,11200303995,2016-03-19,4319703577,0 days 08:26:00
185,11200303996,2016-03-20,4319703577,0 days 08:57:00
186,11200303997,2016-03-22,4319703577,0 days 08:47:00
187,11201455191,2016-03-23,1503960366,0 days 04:56:00
188,11201626721,2016-03-23,6117666160,0 days 02:16:00
189,11201626722,2016-03-23,6117666160,0 days 03:57:00
190,11201986637,2016-03-22,4702921684,0 days 07:42:00
191,11203729377,2016-03-22,4445114986,0 days 01:25:00
192,11204042538,2016-03-23,1927972279,0 days 03:36:00
193,11205027829,2016-03-23,2347167796,0 days 08:32:00
194,11205060425,2016-03-23,8378563200,0 days 06:21:00
195,11205439333,2016-03-23,2026352035,0 days 10:18:00
196,11205778321,2016-03-24,4445114986,0 days 03:53:00
197,11205807443,2016-03-23,6962181067,0 days 08:32:00
198,11207053721,2016-03-24,1927972279,0 days 05:06:00
199,11207219411,2016-03-23,4702921684,0 days 07:38:00
200,11209368968,2016-03-24,4445114986,0 days 02:50:00
201,11209703593,2016-03-22,5577150313,0 days 08:37:00
202,11209703594,2016-03-23,5577150313,0 days 01:41:00
203,11209703595,2016-03-23,5577150313,0 days 06:43:00
204,11210710486,2016-03-23,6117666160,0 days 14:35:00
205,11210710662,2016-03-24,6117666160,0 days 00:59:00
206,11211182914,2016-03-24,7007744171,0 days 01:06:00
207,11212648378,2016-03-24,1503960366,0 days 05:43:00
208,11213400025,2016-03-25,4445114986,0 days 01:41:00
209,11213559163,2016-03-24,8378563200,0 days 07:27:00
210,11213899920,2016-03-24,2347167796,0 days 07:10:00
211,11214250259,2016-03-24,2026352035,0 days 08:51:00
212,11215431797,2016-03-24,6962181067,0 days 08:54:00
213,11215825759,2016-03-25,1927972279,0 days 01:02:00
214,11215903083,2016-03-25,4445114986,0 days 04:01:00
215,11217572801,2016-03-24,6117666160,0 days 09:03:00
216,11219888969,2016-03-24,4702921684,0 days 08:08:00
217,11220084662,2016-03-25,1503960366,0 days 06:25:00
218,11222989702,2016-03-26,1927972279,0 days 06:45:00
219,11223274514,2016-03-25,2026352035,0 days 09:24:00
220,11223306485,2016-03-25,6775888955,0 days 07:07:00
221,11223467263,2016-03-26,6962181067,0 days 08:06:00
222,11224230875,2016-03-26,4445114986,0 days 02:45:00
223,11224590479,2016-03-25,8378563200,0 days 01:10:00
224,11224590480,2016-03-26,8378563200,0 days 08:15:00
225,11224976201,2016-03-25,4702921684,0 days 08:12:00
226,11225050781,2016-03-20,7086361926,0 days 07:45:00
227,11225050783,2016-03-21,7086361926,0 days 08:54:00
228,11225050784,2016-03-23,7086361926,0 days 07:38:00
229,11225050785,2016-03-25,7086361926,0 days 04:47:00
230,11225050786,2016-03-26,7086361926,0 days 05:28:00
231,11227525796,2016-03-26,1503960366,0 days 07:36:00
232,11228189549,2016-03-26,8378563200,0 days 01:15:00
233,11228766994,2016-03-23,4319703577,0 days 07:03:00
234,11228766995,2016-03-24,4319703577,0 days 08:35:00
235,11228766996,2016-03-25,4319703577,0 days 10:09:00
236,11230478336,2016-03-26,2026352035,0 days 09:49:00
237,11230887030,2016-03-27,6962181067,0 days 08:09:00
238,11231487569,2016-03-26,8378563200,0 days 09:03:00
239,11231855313,2016-03-27,4445114986,0 days 05:24:00
240,11232428817,2016-03-27,6775888955,0 days 06:46:00
241,11232921147,2016-03-26,1503960366,0 days 01:01:00
242,11232921148,2016-03-27,1503960366,0 days 02:08:00
243,11232921149,2016-03-27,1503960366,0 days 05:29:00
244,11233299789,2016-03-27,8792009665,0 days 06:59:00
245,11233601029,2016-03-26,4702921684,0 days 01:17:00
246,11233601030,2016-03-27,4702921684,0 days 05:52:00
247,11234106083,2016-03-21,5553957443,0 days 02:33:00
248,11234106084,2016-03-22,5553957443,0 days 09:34:00
249,11234106085,2016-03-23,5553957443,0 days 04:56:00
250,11234106086,2016-03-24,5553957443,0 days 06:57:00
251,11234106087,2016-03-25,5553957443,0 days 11:14:00
252,11234106088,2016-03-26,5553957443,0 days 03:33:00
253,11234106089,2016-03-26,5553957443,0 days 01:05:00
254,11234106090,2016-03-26,5553957443,0 days 01:36:00
255,11234106091,2016-03-27,5553957443,0 days 09:49:00
256,11236242567,2016-03-27,7086361926,0 days 01:08:00
257,11236280156,2016-03-27,4702921684,0 days 01:09:00
258,11237340061,2016-03-27,1927972279,0 days 05:45:00
259,11237399584,2016-03-28,6775888955,0 days 02:12:00
260,11238364151,2016-03-27,6962181067,0 days 07:43:00
261,11238441401,2016-03-27,2347167796,0 days 09:16:00
262,11238712630,2016-03-27,8378563200,0 days 06:04:00
263,11238720487,2016-03-27,2026352035,0 days 09:14:00
264,11239691906,2016-03-28,6962181067,0 days 01:27:00
265,11240685157,2016-03-28,1503960366,0 days 01:16:00
266,11241250230,2016-03-28,6775888955,0 days 01:45:00
267,11241250231,2016-03-28,6775888955,0 days 04:24:00
268,11241900743,2016-03-28,4445114986,0 days 04:18:00
269,11241900744,2016-03-28,4445114986,0 days 01:56:00
270,11242211270,2016-03-28,8792009665,0 days 06:46:00
271,11242403376,2016-03-24,5577150313,0 days 03:58:00
272,11242403377,2016-03-25,5577150313,0 days 02:05:00
273,11242403378,2016-03-25,5577150313,0 days 03:01:00
274,11242403379,2016-03-26,5577150313,0 days 05:31:00
275,11242403380,2016-03-26,5577150313,0 days 06:19:00
276,11242403381,2016-03-27,5577150313,0 days 06:44:00
277,11243404163,2016-03-26,6117666160,0 days 06:03:00
278,11243404164,2016-03-26,6117666160,0 days 01:04:00
279,11243404165,2016-03-26,6117666160,0 days 05:34:00
280,11243404166,2016-03-27,6117666160,0 days 03:37:00
281,11243951252,2016-03-27,4319703577,0 days 09:01:00
282,11243951253,2016-03-27,4319703577,0 days 09:09:00
283,11246578364,2016-03-27,4702921684,0 days 08:12:00
284,11247034534,2016-03-27,1644430081,0 days 16:00:00
285,11248231995,2016-03-28,2347167796,0 days 08:28:00
286,11248518835,2016-03-28,6962181067,0 days 07:26:00
287,11248525381,2016-03-29,4445114986,0 days 03:45:00
288,11248644569,2016-03-28,1927972279,0 days 06:27:00
289,11248842132,2016-03-28,2026352035,0 days 08:29:00
290,11249225186,2016-03-28,8378563200,0 days 07:32:00
291,11250983719,2016-03-28,7086361926,0 days 10:41:00
292,11251322155,2016-03-29,1927972279,0 days 03:23:00
293,11251719164,2016-03-29,1503960366,0 days 06:17:00
294,11251750535,2016-03-29,8053475328,0 days 08:20:00
295,11251751160,2016-03-29,4445114986,0 days 04:11:00
296,11252260232,2016-03-28,4702921684,0 days 06:51:00
297,11256391658,2016-03-28,6117666160,0 days 06:29:00
298,11256391659,2016-03-29,6117666160,0 days 03:35:00
299,11257780733,2016-03-29,2026352035,0 days 09:01:00
300,11258188884,2016-03-30,6962181067,0 days 06:45:00
301,11258976452,2016-03-29,2347167796,0 days 08:48:00
302,11259578930,2016-03-29,8378563200,0 days 07:46:00
303,11260019213,2016-03-29,7086361926,0 days 08:22:00
304,11260198135,2016-03-27,5553957443,0 days 01:00:00
305,11260198136,2016-03-27,5553957443,0 days 01:29:00
306,11260198137,2016-03-27,5553957443,0 days 11:05:00
307,11260198138,2016-03-28,5553957443,0 days 06:30:00
308,11260198139,2016-03-30,5553957443,0 days 05:00:00
309,11260808655,2016-03-26,7007744171,0 days 01:03:00
310,11261883581,2016-03-30,4558609924,0 days 01:21:00
311,11261907665,2016-03-30,1927972279,0 days 03:22:00
312,11261907666,2016-03-30,1927972279,0 days 03:20:00
313,11263177587,2016-03-29,1644430081,0 days 16:00:00
314,11265399033,2016-03-30,6117666160,0 days 01:30:00
315,11265553390,2016-03-29,4702921684,0 days 07:11:00
316,11265555924,2016-03-30,7007744171,0 days 01:03:00
317,11266053163,2016-03-30,7086361926,0 days 02:54:00
318,11266882347,2016-03-30,8378563200,0 days 03:00:00
319,11266882348,2016-03-30,8378563200,0 days 05:07:00
320,11267150989,2016-03-30,5553957443,0 days 07:51:00
321,11267175780,2016-03-31,1927972279,0 days 04:53:00
322,11267544738,2016-03-30,2026352035,0 days 08:33:00
323,11267627657,2016-03-30,6962181067,0 days 07:14:00
324,11267627992,2016-03-30,7086361926,0 days 05:16:00
325,11267974466,2016-03-30,2347167796,0 days 08:53:00
326,11269429104,2016-03-31,6962181067,0 days 01:54:00
327,11270290886,2016-03-31,1927972279,0 days 03:22:00
328,11270331117,2016-03-30,4558609924,0 days 03:29:00
329,11271068586,2016-03-31,7086361926,0 days 06:39:00
330,11271160740,2016-03-31,4445114986,0 days 04:54:00
331,11271160741,2016-03-31,4445114986,0 days 02:00:00
332,11274301836,2016-03-31,1503960366,0 days 05:35:00
333,11276495951,2016-03-30,6117666160,0 days 06:06:00
334,11276495952,2016-03-31,6117666160,0 days 02:56:00
335,11276495953,2016-03-31,6117666160,0 days 01:19:00
336,11276495954,2016-04-01,6117666160,0 days 04:17:00
337,11276545961,2016-03-31,8378563200,0 days 01:42:00
338,11276545962,2016-03-31,8378563200,0 days 05:58:00
339,11277035330,2016-03-31,2026352035,0 days 09:43:00
340,11277083346,2016-03-31,1927972279,0 days 06:45:00
341,11277129330,2016-03-31,2347167796,0 days 08:48:00
342,11278153483,2016-03-31,5553957443,0 days 06:28:00
343,11278333511,2016-03-31,6962181067,0 days 08:56:00
344,11279040152,2016-03-31,7086361926,0 days 07:26:00
345,11279465483,2016-04-01,4445114986,0 days 05:36:00
346,11280863319,2016-04-01,6117666160,0 days 03:56:00
347,11281222431,2016-03-28,5577150313,0 days 01:01:00
348,11281222432,2016-03-28,5577150313,0 days 07:23:00
349,11281222433,2016-03-29,5577150313,0 days 06:26:00
350,11281222434,2016-03-30,5577150313,0 days 01:31:00
351,11281222435,2016-03-30,5577150313,0 days 07:48:00
352,11281222436,2016-03-31,5577150313,0 days 06:53:00
353,11282452054,2016-03-30,4702921684,0 days 07:36:00
354,11282452055,2016-03-31,4702921684,0 days 06:54:00
355,11282542615,2016-04-01,1503960366,0 days 05:05:00
356,11283701738,2016-04-01,8378563200,0 days 02:31:00
357,11283701739,2016-04-01,8378563200,0 days 04:20:00
358,11284341476,2016-04-01,2026352035,0 days 09:28:00
359,11284936990,2016-04-02,6962181067,0 days 06:54:00
360,11285072012,2016-04-02,2347167796,0 days 07:38:00
361,11285315824,2016-04-02,8378563200,0 days 03:14:00
362,11285724784,2016-04-02,1927972279,0 days 05:14:00
363,11286764929,2016-04-02,4445114986,0 days 08:14:00
364,11287291640,2016-04-01,4702921684,0 days 09:25:00
365,11287934058,2016-03-31,6775888955,0 days 05:06:00
366,11287934059,2016-04-01,6775888955,0 days 07:44:00
367,11288900297,2016-04-02,5553957443,0 days 11:35:00
368,11288900298,2016-04-02,5553957443,0 days 03:26:00
369,11289399204,2016-04-02,8378563200,0 days 01:18:00
370,11290016501,2016-03-28,4319703577,0 days 06:30:00
371,11290016502,2016-03-29,4319703577,0 days 01:36:00
372,11290016503,2016-03-29,4319703577,0 days 09:42:00
373,11290016504,2016-03-31,4319703577,0 days 06:32:00
374,11290016505,2016-04-01,4319703577,0 days 01:33:00
375,11290016506,2016-04-01,4319703577,0 days 08:47:00
376,11290468616,2016-04-02,1503960366,0 days 08:28:00
377,11290643186,2016-04-01,7086361926,0 days 10:02:00
378,11290942631,2016-04-02,7007744171,0 days 01:08:00
379,11292296207,2016-04-02,2026352035,0 days 09:39:00
380,11292671260,2016-04-02,8378563200,0 days 09:16:00
381,11292937308,2016-04-03,6962181067,0 days 08:15:00
382,11293474562,2016-04-02,4558609924,0 days 06:03:00
383,11293635171,2016-04-02,2347167796,0 days 07:57:00
384,11294715391,2016-04-02,4702921684,0 days 09:48:00
385,11295383457,2016-04-03,5553957443,0 days 12:30:00
386,11297367581,2016-04-03,7007744171,0 days 01:12:00
387,11298416623,2016-04-03,1503960366,0 days 07:05:00
388,11299903791,2016-04-03,1927972279,0 days 06:44:00
389,11300535788,2016-04-03,6962181067,0 days 07:50:00
390,11300667700,2016-04-03,2347167796,0 days 09:09:00
391,11300906782,2016-04-03,8378563200,0 days 06:23:00
392,11301406079,2016-04-03,2026352035,0 days 09:50:00
393,11303408371,2016-04-04,1927972279,0 days 03:08:00
394,11303773433,2016-04-02,4319703577,0 days 09:38:00
395,11303773434,2016-04-03,4319703577,0 days 07:55:00
396,11304567340,2016-03-29,8792009665,0 days 03:24:00
397,11304567341,2016-03-30,8792009665,0 days 03:47:00
398,11304567342,2016-03-30,8792009665,0 days 03:50:00
399,11304567343,2016-04-01,8792009665,0 days 05:38:00
400,11304567344,2016-04-01,8792009665,0 days 02:44:00
401,11304567345,2016-04-03,8792009665,0 days 08:36:00
402,11304567346,2016-04-04,8792009665,0 days 05:35:00
403,11304567347,2016-04-04,8792009665,0 days 04:18:00
404,11304747491,2016-04-03,5553957443,0 days 07:28:00
405,11307034191,2016-04-03,1844505072,0 days 16:00:00
406,11307114407,2016-04-01,5577150313,0 days 02:15:00
407,11307114408,2016-04-02,5577150313,0 days 05:10:00
408,11307114409,2016-04-02,5577150313,0 days 05:52:00
409,11307114410,2016-04-03,5577150313,0 days 07:33:00
410,11308914853,2016-04-03,4702921684,0 days 08:00:00
411,11308970507,2016-04-01,6117666160,0 days 09:16:00
412,11309008620,2016-04-04,1503960366,0 days 05:36:00
413,11310735495,2016-04-05,6962181067,0 days 05:54:00
414,11311101003,2016-04-04,5553957443,0 days 07:31:00
415,11311123755,2016-04-04,2347167796,0 days 08:55:00
416,11311162826,2016-04-04,4319703577,0 days 08:15:00
417,11311512808,2016-04-04,8378563200,0 days 07:15:00
418,11311687198,2016-04-04,2026352035,0 days 08:56:00
419,11312361705,2016-04-05,1927972279,0 days 06:59:00
420,11314160804,2016-04-05,4445114986,0 days 08:15:00
421,11314175908,2016-04-05,8792009665,0 days 06:53:00
422,11317105510,2016-04-05,7007744171,0 days 01:09:00
423,11317762417,2016-03-30,4020332650,0 days 02:26:00
424,11317762418,2016-03-30,4020332650,0 days 03:59:00
425,11317762419,2016-03-31,4020332650,0 days 04:27:00
426,11317762420,2016-04-01,4020332650,0 days 04:05:00
427,11317762421,2016-04-01,4020332650,0 days 02:55:00
428,11317762422,2016-04-01,4020332650,0 days 05:47:00
429,11317762423,2016-04-02,4020332650,0 days 03:07:00
430,11317762424,2016-04-03,4020332650,0 days 05:00:00
431,11317762425,2016-04-03,4020332650,0 days 01:37:00
432,11317762426,2016-04-04,4020332650,0 days 07:57:00
433,11317836737,2016-04-05,1503960366,0 days 05:08:00
434,11317949948,2016-04-04,4702921684,0 days 07:20:00
435,11320037853,2016-04-05,2026352035,0 days 09:00:00
436,11320376027,2016-04-05,2347167796,0 days 07:42:00
437,11320612170,2016-04-05,8378563200,0 days 02:06:00
438,11320612171,2016-04-05,8378563200,0 days 05:14:00
439,11321297696,2016-04-05,6962181067,0 days 08:58:00
440,11321559576,2016-04-06,1927972279,0 days 07:08:00
441,11321578278,2016-04-05,5553957443,0 days 06:32:00
442,11322021474,2016-04-05,4702921684,0 days 07:28:00
443,11322363330,2016-04-05,7086361926,0 days 08:13:00
444,11322465490,2016-04-06,6775888955,0 days 07:35:00
445,11322700613,2016-04-06,4020332650,0 days 04:16:00
446,11323233591,2016-04-06,8792009665,0 days 07:42:00
447,11323293598,2016-04-06,4445114986,0 days 07:29:00
448,11327738293,2016-04-01,3977333714,0 days 07:09:00
449,11327738294,2016-04-02,3977333714,0 days 04:49:00
450,11327738295,2016-04-03,3977333714,0 days 05:58:00
451,11327738296,2016-04-04,3977333714,0 days 06:13:00
452,11327738297,2016-04-05,3977333714,0 days 08:05:00
453,11327738298,2016-04-06,3977333714,0 days 07:05:00
454,11329479408,2016-04-06,5553957443,0 days 06:45:00
455,11329502030,2016-04-06,6962181067,0 days 07:02:00
456,11329844294,2016-04-06,2026352035,0 days 09:09:00
457,11329999897,2016-04-06,8378563200,0 days 01:15:00
458,11329999898,2016-04-06,8378563200,0 days 05:46:00
459,11330030128,2016-04-07,3977333714,0 days 06:44:00
460,11332035401,2016-04-06,7086361926,0 days 07:51:00
461,11332369973,2016-04-07,8792009665,0 days 07:54:00
462,11332581733,2016-04-07,4445114986,0 days 04:27:00
463,11333135084,2016-04-06,6775888955,0 days 01:02:00
464,11333135085,2016-04-07,6775888955,0 days 01:49:00
465,11333135086,2016-04-07,6775888955,0 days 02:08:00
466,11336060757,2016-04-05,6117666160,0 days 01:03:00
467,11336060758,2016-04-05,6117666160,0 days 07:38:00
468,11336060759,2016-04-06,6117666160,0 days 10:17:00
469,11336563519,2016-04-07,7007744171,0 days 01:05:00
470,11336747933,2016-04-07,8378563200,0 days 01:31:00
471,11338843959,2016-04-07,2347167796,0 days 08:00:00
472,11338903255,2016-04-07,6962181067,0 days 07:03:00
473,11339151633,2016-04-07,2026352035,0 days 09:09:00
474,11339175318,2016-04-07,5553957443,0 days 07:02:00
475,11339370387,2016-04-07,8378563200,0 days 01:27:00
476,11339370388,2016-04-07,8378563200,0 days 05:08:00
477,11339506278,2016-04-08,8792009665,0 days 02:57:00
478,11340538470,2016-04-08,4445114986,0 days 01:41:00
479,11341334566,2016-04-07,7086361926,0 days 08:30:00
480,11341973497,2016-04-08,8792009665,0 days 04:28:00
